Time,Time,timestamps,lon,oxy,car,iron
2022-02-18 03:13:34.957000,2022-02-18 03:13:34.957000,1645154014.957,260.9829630090429,0.053384837,1.350642,0.117421545
2022-02-18 03:23:34.955000,2022-02-18 03:23:34.955000,1645154614.9550002,260.88915354480037,0.05038008,1.4938524,0.11869401
2022-02-18 03:33:34.953000,2022-02-18 03:33:34.953000,1645155214.9529998,260.7953454887925,0.06074935,1.1826606,0.10773117
2022-02-18 03:43:34.951000,2022-02-18 03:43:34.951000,1645155814.951,260.70153884191535,0.060324494,1.2280334,0.120086715
2022-02-18 03:53:34.949000,2022-02-18 03:53:34.949000,1645156414.949,260.6077336050947,0.047358397,1.1394949,0.111384496
2022-02-18 04:03:34.947000,2022-02-18 04:03:34.947000,1645157014.947,260.5139297791698,0.0870277,1.3384693,0.1651487
2022-02-18 04:13:34.945000,2022-02-18 04:13:34.945000,1645157614.945,260.4201273650963,0.12383226,1.7986542,0.1461373
2022-02-18 04:23:34.944000,2022-02-18 04:23:34.944000,1645158214.944,260.32632620740594,0.14355505,2.0118423,0.1403309
2022-02-18 04:32:36.334000,2022-02-18 04:32:36.334000,1645158756.334,260.2416889316309,0.13147809,1.6208197,0.15483649
2022-02-18 04:42:36.339000,2022-02-18 04:42:36.339000,1645159356.339,260.14788952590453,0.12178806,1.4263245,0.14666805
2022-02-18 04:52:36.337000,2022-02-18 04:52:36.337000,1645159956.337,260.05409262984523,0.09715139,1.4122332,0.1379864
2022-02-18 05:02:36.334000,2022-02-18 05:02:36.334000,1645160556.334,259.9602973063318,0.09956177,1.4895245,0.10989905
2022-02-18 05:12:36.332000,2022-02-18 05:12:36.332000,1645161156.332,259.8665032436468,0.074361585,1.259581,0.11845579
2022-02-18 05:22:36.330000,2022-02-18 05:22:36.330000,1645161756.33,259.77271059898163,0.0850164,1.3269632,0.11977307
2022-02-18 05:32:36.328000,2022-02-18 05:32:36.328000,1645162356.328,259.67891937326607,0.09590592,1.3797513,0.10703422
2022-02-18 05:42:36.326000,2022-02-18 05:42:36.326000,1645162956.3260002,259.5851295673883,0.09112813,1.1735464,0.1099946
2022-02-18 05:52:36.324000,2022-02-18 05:52:36.324000,1645163556.324,259.49134118226607,0.09108091,1.4095944,0.12145509
2022-02-18 06:02:36.322000,2022-02-18 06:02:36.322000,1645164156.3219998,259.3975542187882,0.11216639,1.3706254,0.11524844
2022-02-18 06:12:36.322000,2022-02-18 06:12:36.322000,1645164756.3219998,259.30376836523504,0.13695872,1.6474465,0.12714963
2022-02-18 06:22:36.320000,2022-02-18 06:22:36.320000,1645165356.32,259.2099842477773,0.14020915,1.9780324,0.13778412
2022-02-18 06:32:36.318000,2022-02-18 06:32:36.318000,1645165956.318,259.1162015546788,0.112378486,1.7258836,0.12250438
2022-02-18 06:42:36.316000,2022-02-18 06:42:36.316000,1645166556.316,259.02242028684435,0.13067387,1.7870623,0.114480615
2022-02-18 06:52:36.314000,2022-02-18 06:52:36.314000,1645167156.314,258.92864044518035,0.11309378,1.5517873,0.12087878
2022-02-18 07:02:36.312000,2022-02-18 07:02:36.312000,1645167756.312,258.8348620305934,0.09098909,1.3991876,0.097667366
2022-02-18 07:12:36.310000,2022-02-18 07:12:36.310000,1645168356.3100002,258.74108504402034,0.099230215,1.3530384,0.09901543
2022-02-18 07:22:36.308000,2022-02-18 07:22:36.308000,1645168956.308,258.6473094863251,0.10472272,1.5917199,0.102687635
2022-02-18 07:32:36.306000,2022-02-18 07:32:36.306000,1645169556.3059998,258.5535353584307,0.09078484,1.380039,0.11047148
2022-02-18 07:42:36.304000,2022-02-18 07:42:36.304000,1645170156.304,258.45976266126064,0.08509725,1.3672565,0.10343937
2022-02-18 07:52:36.302000,2022-02-18 07:52:36.302000,1645170756.302,258.3659913957103,0.08516321,1.2093543,0.09933451
2022-02-18 08:02:36.300000,2022-02-18 08:02:36.300000,1645171356.3,258.27222156268937,0.08316683,1.1273558,0.09641289
2022-02-18 08:12:36.297000,2022-02-18 08:12:36.297000,1645171956.297,258.1784533194072,0.07328448,1.1609561,0.095831655
2022-02-18 08:22:36.295000,2022-02-18 08:22:36.295000,1645172556.295,258.08468635418905,0.072398975,1.2144225,0.09974191
2022-02-18 08:32:36.293000,2022-02-18 08:32:36.293000,1645173156.293,257.99092082424914,0.074333884,1.1381974,0.09863094
2022-02-18 08:42:36.291000,2022-02-18 08:42:36.291000,1645173756.291,257.8971567304701,0.068296544,1.3220127,0.09859731
2022-02-18 08:52:36.289000,2022-02-18 08:52:36.289000,1645174356.289,257.80339407379364,0.07083992,1.1975815,0.09176796
2022-02-18 09:02:36.287000,2022-02-18 09:02:36.287000,1645174956.2870002,257.7096328551332,0.07379004,1.0888984,0.10157386
2022-02-18 09:12:36.285000,2022-02-18 09:12:36.285000,1645175556.2849998,257.61587307537354,0.071544185,1.0796578,0.09899379
2022-02-18 09:22:36.283000,2022-02-18 09:22:36.283000,1645176156.283,257.52211473545816,0.066620596,1.6746966,0.11303475
2022-02-18 09:32:36.281000,2022-02-18 09:32:36.281000,1645176756.281,257.42835783628766,0.06970244,1.1776292,0.10614346
2022-02-18 09:42:36.279000,2022-02-18 09:42:36.279000,1645177356.279,257.3346023787917,0.06663838,1.3602059,0.101321645
2022-02-18 09:52:36.277000,2022-02-18 09:52:36.277000,1645177956.277,257.24084836387226,0.0985706,0.9831038,0.10758829
2022-02-18 10:02:36.275000,2022-02-18 10:02:36.275000,1645178556.275,257.1470957924459,0.08510781,1.1532645,0.1140015
2022-02-18 10:12:36.273000,2022-02-18 10:12:36.273000,1645179156.273,257.0533446654297,0.080743946,1.1627287,0.11388435
2022-02-18 10:22:36.271000,2022-02-18 10:22:36.271000,1645179756.271,256.9595949837558,0.071942255,1.221959,0.09816077
2022-02-18 10:32:36.269000,2022-02-18 10:32:36.269000,1645180356.269,256.86584674832824,0.06931203,1.0855418,0.10219205
2022-02-18 10:42:36.267000,2022-02-18 10:42:36.267000,1645180956.267,256.7720999600802,0.07071312,1.2466749,0.08860736
2022-02-18 10:52:36.267000,2022-02-18 10:52:36.267000,1645181556.267,256.67835430742605,0.075741015,1.2933874,0.10232213
2022-02-18 11:02:36.265000,2022-02-18 11:02:36.265000,1645182156.265,256.5846104162571,0.06339573,1.3783956,0.10755329
2022-02-18 11:12:36.262000,2022-02-18 11:12:36.262000,1645182756.262,256.4908681312829,0.077378936,1.373784,0.10070744
2022-02-18 11:22:36.260000,2022-02-18 11:22:36.260000,1645183356.26,256.3971271408958,0.06007046,1.3332976,0.0937472
2022-02-18 11:32:36.258000,2022-02-18 11:32:36.258000,1645183956.258,256.30338760229176,0.07851067,1.0502254,0.11216986
2022-02-18 11:42:36.256000,2022-02-18 11:42:36.256000,1645184556.256,256.2096495163772,0.07485275,1.1963427,0.111444786
2022-02-18 11:52:36.254000,2022-02-18 11:52:36.254000,1645185156.2540002,256.11591288408954,0.071514055,1.3364822,0.10797016
2022-02-18 12:02:36.252000,2022-02-18 12:02:36.252000,1645185756.252,256.0221777063228,0.071168825,1.1637257,0.11224774
2022-02-18 12:12:36.250000,2022-02-18 12:12:36.250000,1645186356.2499998,255.92844398403008,0.06807934,1.3076407,0.112580635
2022-02-18 12:22:36.248000,2022-02-18 12:22:36.248000,1645186956.248,255.83471171812087,0.07048738,1.3097143,0.11069819
2022-02-18 12:32:36.246000,2022-02-18 12:32:36.246000,1645187556.246,255.7409809095351,0.062179208,1.1632553,0.11380116
2022-02-18 12:42:36.244000,2022-02-18 12:42:36.244000,1645188156.244,255.6472515591833,0.077140264,1.2228128,0.10410077
2022-02-18 12:52:36.242000,2022-02-18 12:52:36.242000,1645188756.242,255.55352366799156,0.08669072,1.3827673,0.10434123
2022-02-18 13:02:36.240000,2022-02-18 13:02:36.240000,1645189356.24,255.45979723690115,0.07275148,1.2380989,0.09363352
2022-02-18 13:12:36.238000,2022-02-18 13:12:36.238000,1645189956.2380002,255.36607226681,0.069571905,1.3983141,0.10938179
2022-02-18 13:22:36.236000,2022-02-18 13:22:36.236000,1645190556.236,255.27234875867487,0.073056474,1.281584,0.109864876
2022-02-18 13:32:36.234000,2022-02-18 13:32:36.234000,1645191156.234,255.17862671340936,0.09122796,1.1842103,0.10485763
2022-02-18 13:42:36.232000,2022-02-18 13:42:36.232000,1645191756.232,255.0849061319572,0.07745344,1.3691783,0.10798309
2022-02-18 13:52:36.230000,2022-02-18 13:52:36.230000,1645192356.23,254.9911870152328,0.08523467,1.4289491,0.108369246
2022-02-18 14:02:36.228000,2022-02-18 14:02:36.228000,1645192956.228,254.8974693641808,0.07841028,1.4067211,0.10229907
2022-02-18 14:12:36.226000,2022-02-18 14:12:36.226000,1645193556.2259998,254.80375317970257,0.062227532,1.2384034,0.10952215
2022-02-18 14:22:36.224000,2022-02-18 14:22:36.224000,1645194156.224,254.71003846275815,0.06958587,1.1731435,0.10342469
2022-02-18 14:32:36.222000,2022-02-18 14:32:36.222000,1645194756.222,254.6163252142647,0.06927253,1.3911722,0.10862673
2022-02-18 14:42:36.220000,2022-02-18 14:42:36.220000,1645195356.22,254.52261343516892,0.06388784,1.3114868,0.106525674
2022-02-18 14:52:36.218000,2022-02-18 14:52:36.218000,1645195956.218,254.4289031263888,0.08101021,1.4117951,0.10742543
2022-02-18 15:02:36.216000,2022-02-18 15:02:36.216000,1645196556.216,254.33519428884313,0.07734196,1.5090183,0.10167306
2022-02-18 15:12:36.214000,2022-02-18 15:12:36.214000,1645197156.2140002,254.24148692350957,0.071931355,1.2309653,0.10435512
2022-02-18 15:22:36.212000,2022-02-18 15:22:36.212000,1645197756.212,254.14778103127873,0.06734529,1.1212295,0.11059024
2022-02-18 15:32:36.210000,2022-02-18 15:32:36.210000,1645198356.2099998,254.05407661311455,0.06378655,1.3842493,0.10424754
2022-02-18 15:42:36.208000,2022-02-18 15:42:36.208000,1645198956.208,253.96037366993824,0.080106385,1.3263332,0.106218986
2022-02-18 15:52:36.206000,2022-02-18 15:52:36.206000,1645199556.206,253.86667220270024,0.07620262,1.2199528,0.09646465
2022-02-18 16:02:36.204000,2022-02-18 16:02:36.204000,1645200156.204,253.77297221232172,0.09073954,1.1705503,0.10728599
2022-02-18 16:12:36.202000,2022-02-18 16:12:36.202000,1645200756.202,253.679273699742,0.08772852,1.4165915,0.08723141
2022-02-18 16:22:36.200000,2022-02-18 16:22:36.200000,1645201356.2,253.58557666589743,0.1076279,1.6512263,0.11272618
2022-02-18 16:32:36.198000,2022-02-18 16:32:36.198000,1645201956.1980002,253.49188111174163,0.0728273,1.4608274,0.098110445
2022-02-18 16:42:36.196000,2022-02-18 16:42:36.196000,1645202556.196,253.39818703819824,0.08123344,1.6137955,0.11579026
2022-02-18 16:52:36.194000,2022-02-18 16:52:36.194000,1645203156.1939998,253.3044944462071,0.087960385,1.4885952,0.097554885
2022-02-18 17:02:36.191000,2022-02-18 17:02:36.191000,1645203756.191,253.2108034928633,0.11069031,1.4876386,0.09304525
2022-02-18 17:12:36.189000,2022-02-18 17:12:36.189000,1645204356.189,253.11711386680923,0.1019512,1.7390167,0.103319146
2022-02-18 17:22:36.187000,2022-02-18 17:22:36.187000,1645204956.187,253.02342572512916,0.09692095,1.8961616,0.09990634
2022-02-18 17:32:36.185000,2022-02-18 17:32:36.185000,1645205556.185,252.92973906877836,0.08797744,1.7136807,0.0979071
2022-02-18 17:42:36.183000,2022-02-18 17:42:36.183000,1645206156.183,252.83605389867165,0.099422626,1.9900286,0.08795277
2022-02-18 17:52:36.181000,2022-02-18 17:52:36.181000,1645206756.181,252.74237021578065,0.06830421,1.98805,0.09776037
2022-02-18 18:02:36.179000,2022-02-18 18:02:36.179000,1645207356.179,252.64868802103365,0.07629361,1.5671806,0.09700384
2022-02-18 18:12:36.177000,2022-02-18 18:12:36.177000,1645207956.177,252.5550073153898,0.06437792,1.5932581,0.09137559
2022-02-18 18:22:36.175000,2022-02-18 18:22:36.175000,1645208556.175,252.4613280997783,0.07214831,1.6079705,0.09223076
2022-02-18 18:32:36.173000,2022-02-18 18:32:36.173000,1645209156.173,252.367650375145,0.06373006,1.7869681,0.0901958
2022-02-18 18:42:36.171000,2022-02-18 18:42:36.171000,1645209756.171,252.27397414243532,0.05306026,1.3994397,0.095278434
2022-02-18 18:52:36.169000,2022-02-18 18:52:36.169000,1645210356.169,252.18029940261016,0.04277177,1.4044456,0.085834466
2022-02-18 19:02:36.169000,2022-02-18 19:02:36.169000,1645210956.169,252.08662584435143,0.043768298,1.1352818,0.09335794
2022-02-18 19:12:36.167000,2022-02-18 19:12:36.167000,1645211556.167,251.99295409312657,0.042330317,0.9639584,0.102886625
2022-02-18 19:22:36.165000,2022-02-18 19:22:36.165000,1645212156.165,251.89928383759943,0.0577195,1.1500742,0.10460036
2022-02-18 19:32:37.614000,2022-02-18 19:32:37.614000,1645212757.614,251.8053885575372,0.045551326,1.2019881,0.10069854
2022-02-18 19:42:37.617000,2022-02-18 19:42:37.617000,1645213357.617,251.7117205193575,0.050912846,1.141468,0.086105846
2022-02-18 19:52:37.615000,2022-02-18 19:52:37.615000,1645213957.615,251.6180547603126,0.04943935,1.3972249,0.08064291
2022-02-18 20:02:37.613000,2022-02-18 20:02:37.613000,1645214557.613,251.5243905007796,0.063199595,1.3363363,0.07892866
2022-02-18 20:12:37.611000,2022-02-18 20:12:37.611000,1645215157.611,251.43072774173856,0.060793996,1.185594,0.09778133
2022-02-18 20:22:37.610000,2022-02-18 20:22:37.610000,1645215757.61,251.33706632799277,0.05297273,1.234114,0.090036996
2022-02-18 20:32:37.608000,2022-02-18 20:32:37.608000,1645216357.608,251.243406572735,0.054540563,1.4357979,0.08105061
2022-02-18 20:42:37.606000,2022-02-18 20:42:37.606000,1645216957.6060002,251.1497483207961,0.04357845,1.4465497,0.084999226
2022-02-18 20:52:37.604000,2022-02-18 20:52:37.604000,1645217557.604,251.05609157312944,0.049941372,1.4840584,0.083543524
2022-02-18 21:02:37.602000,2022-02-18 21:02:37.602000,1645218157.6019998,250.96243633068823,0.05614703,1.497571,0.07905863
2022-02-18 21:12:37.600000,2022-02-18 21:12:37.600000,1645218757.6,250.86878259444185,0.06781241,1.4458869,0.08769773
2022-02-18 21:22:37.598000,2022-02-18 21:22:37.598000,1645219357.598,250.77513036531553,0.0803117,1.3368459,0.08740618
2022-02-18 21:32:37.596000,2022-02-18 21:32:37.596000,1645219957.596,250.6814796442943,0.06382255,1.3069766,0.09222904
2022-02-18 21:42:37.594000,2022-02-18 21:42:37.594000,1645220557.594,250.587830432334,0.057798766,0.9399352,0.104563676
2022-02-18 21:52:37.592000,2022-02-18 21:52:37.592000,1645221157.592,250.49418273037563,0.042703122,0.92067605,0.102025434
2022-02-18 22:02:37.590000,2022-02-18 22:02:37.590000,1645221757.5900002,250.40053653937844,0.05086597,0.7356123,0.10165738
2022-02-18 22:12:37.588000,2022-02-18 22:12:37.588000,1645222357.588,250.30689186031356,0.044594616,0.7284604,0.1064365
2022-02-18 22:22:37.586000,2022-02-18 22:22:37.586000,1645222957.586,250.21324869411035,0.036745925,0.72833407,0.10868258
2022-02-18 22:32:37.584000,2022-02-18 22:32:37.584000,1645223557.584,250.1196070417569,0.03828119,0.67365915,0.11779592
2022-02-18 22:42:37.582000,2022-02-18 22:42:37.582000,1645224157.582,250.025966904198,0.046988066,0.7207144,0.11038125
2022-02-18 22:52:37.580000,2022-02-18 22:52:37.580000,1645224757.58,249.9323282823936,0.04350813,0.8530687,0.119918585
2022-02-18 23:02:37.578000,2022-02-18 23:02:37.578000,1645225357.5779998,249.83869117731905,0.037646122,0.7036176,0.12226258
2022-02-18 23:12:37.576000,2022-02-18 23:12:37.576000,1645225957.576,249.7450555899356,0.037151664,0.7538369,0.11694107
2022-02-18 23:22:37.574000,2022-02-18 23:22:37.574000,1645226557.574,249.6514215211763,0.04186661,0.7479781,0.11744001
2022-02-18 23:32:37.572000,2022-02-18 23:32:37.572000,1645227157.572,249.55778897201725,0.04627707,0.70857483,0.12155117
2022-02-18 23:42:37.570000,2022-02-18 23:42:37.570000,1645227757.57,249.4641579434365,0.04589172,0.7635391,0.1129046
2022-02-18 23:52:37.568000,2022-02-18 23:52:37.568000,1645228357.568,249.37052843638293,0.03328793,0.67644405,0.11604108
2022-02-19 00:00:07.567000,2022-02-19 00:00:07.567000,1645228807.5670002,249.30030722716543,0.04241934,0.8106482,0.10521696
2022-02-19 00:10:07.565000,2022-02-19 00:10:07.565000,1645229407.5649998,249.2066803851097,0.04922585,0.78853405,0.10230055
2022-02-19 00:20:07.563000,2022-02-19 00:20:07.563000,1645230007.563,249.11305506724847,0.028208287,0.84129906,0.10565439
2022-02-19 00:30:07.561000,2022-02-19 00:30:07.561000,1645230607.561,249.0194312745184,0.043052625,0.8485817,0.10624107
2022-02-19 00:40:07.559000,2022-02-19 00:40:07.559000,1645231207.559,248.9258090079148,0.026828775,0.7733152,0.113285206
2022-02-19 00:50:07.557000,2022-02-19 00:50:07.557000,1645231807.557,248.83218826840468,0.03502621,0.6751446,0.10522602
2022-02-19 01:00:07.555000,2022-02-19 01:00:07.555000,1645232407.555,248.73856905694103,0.040297456,0.88042504,0.096643984
2022-02-19 01:10:07.553000,2022-02-19 01:10:07.553000,1645233007.553,248.6449513744918,0.030035207,0.885759,0.10192915
2022-02-19 01:20:07.551000,2022-02-19 01:20:07.551000,1645233607.551,248.55133522202564,0.047914438,0.8607588,0.10091499
2022-02-19 01:30:07.549000,2022-02-19 01:30:07.549000,1645234207.549,248.45772060052653,0.04531122,0.70171034,0.10827186
2022-02-19 01:40:07.547000,2022-02-19 01:40:07.547000,1645234807.5470002,248.36410751094945,0.040429257,0.7792571,0.11744432
2022-02-19 01:50:07.545000,2022-02-19 01:50:07.545000,1645235407.5449998,248.270495954265,0.04442812,0.8533133,0.10685434
2022-02-19 02:00:07.544000,2022-02-19 02:00:07.544000,1645236007.544,248.17688577543868,0.03652307,0.77898127,0.11318133
2022-02-19 02:10:07.542000,2022-02-19 02:10:07.542000,1645236607.542,248.0832772874411,0.044954635,0.94315803,0.10883846
2022-02-19 02:20:07.540000,2022-02-19 02:20:07.540000,1645237207.54,247.9896703352946,0.03920337,0.81491417,0.10959904
2022-02-19 02:30:07.538000,2022-02-19 02:30:07.538000,1645237807.538,247.89606491991344,0.036220025,0.8115473,0.1101352
2022-02-19 02:40:07.536000,2022-02-19 02:40:07.536000,1645238407.536,247.80246104228587,0.035499237,0.7552916,0.118309885
2022-02-19 02:50:07.534000,2022-02-19 02:50:07.534000,1645239007.5340002,247.7088587034001,0.041480657,0.8900661,0.1139444
2022-02-19 03:00:07.532000,2022-02-19 03:00:07.532000,1645239607.532,247.61525790421663,0.034253262,0.673966,0.1070272
2022-02-19 03:10:07.530000,2022-02-19 03:10:07.530000,1645240207.53,247.52165864570992,0.04124708,0.7132227,0.105422795
2022-02-19 03:20:07.528000,2022-02-19 03:20:07.528000,1645240807.528,247.42806092887065,0.03495532,0.71929675,0.10894893
2022-02-19 03:30:07.526000,2022-02-19 03:30:07.526000,1645241407.526,247.33446475466053,0.037966877,0.8371245,0.11074914
2022-02-19 03:40:07.524000,2022-02-19 03:40:07.524000,1645242007.524,247.2408701240562,0.028786195,0.8712985,0.1074646
2022-02-19 03:50:07.522000,2022-02-19 03:50:07.522000,1645242607.5219998,247.1472770380355,0.030120814,0.7731602,0.10112094
2022-02-19 04:00:07.520000,2022-02-19 04:00:07.520000,1645243207.52,247.0536854975908,0.041825455,0.76111686,0.08407192
2022-02-19 04:10:07.518000,2022-02-19 04:10:07.518000,1645243807.518,246.96009550368615,0.032607414,1.0000737,0.09115042
2022-02-19 04:20:07.516000,2022-02-19 04:20:07.516000,1645244407.516,246.8665070573011,0.028557086,0.88855004,0.10015502
2022-02-19 04:32:38.962000,2022-02-19 04:32:38.962000,1645245158.962,246.7492977447077,0.044840228,0.9182304,0.09210212
2022-02-19 04:42:38.967000,2022-02-19 04:42:38.967000,1645245758.967,246.6557116957627,0.03200414,0.88760793,0.10143513
2022-02-19 04:52:38.965000,2022-02-19 04:52:38.965000,1645246358.965,246.56212828935995,0.0432511,0.9151135,0.09520241
2022-02-19 05:02:38.963000,2022-02-19 05:02:38.963000,1645246958.963,246.46854643464764,0.03713925,0.96149904,0.10031016
2022-02-19 05:12:38.960000,2022-02-19 05:12:38.960000,1645247558.96,246.3749662885932,0.041537017,0.80853266,0.09993709
2022-02-19 05:22:38.958000,2022-02-19 05:22:38.958000,1645248158.9580002,246.2813875402213,0.029791187,0.9162362,0.10663574
2022-02-19 05:32:38.956000,2022-02-19 05:32:38.956000,1645248758.956,246.1878103464885,0.038206752,1.063446,0.08514209
2022-02-19 05:42:38.954000,2022-02-19 05:42:38.954000,1645249358.9539998,246.09423470839388,0.023153054,1.0030951,0.08904253
2022-02-19 05:52:38.952000,2022-02-19 05:52:38.952000,1645249958.952,246.00066062690655,0.037223734,1.0178672,0.09913742
2022-02-19 06:02:38.952000,2022-02-19 06:02:38.952000,1645250558.952,245.90708779111475,0.044370268,0.90543306,0.1086457
2022-02-19 06:12:38.950000,2022-02-19 06:12:38.950000,1645251158.95,245.8135168258068,0.04754559,1.0728382,0.092786156
2022-02-19 06:22:38.948000,2022-02-19 06:22:38.948000,1645251758.948,245.7199474200648,0.041918296,1.0720334,0.09691407
2022-02-19 06:32:38.946000,2022-02-19 06:32:38.946000,1645252358.946,245.626379574905,0.035123635,1.0202274,0.096545056
2022-02-19 06:42:38.944000,2022-02-19 06:42:38.944000,1645252958.944,245.53281329127103,0.034107916,1.0039079,0.091393135
2022-02-19 06:52:38.942000,2022-02-19 06:52:38.942000,1645253558.9420002,245.43924857016728,0.033391804,1.0306705,0.089324854
2022-02-19 07:02:38.940000,2022-02-19 07:02:38.940000,1645254158.94,245.34568541259637,0.038201496,1.089149,0.09358463
2022-02-19 07:12:38.938000,2022-02-19 07:12:38.938000,1645254758.938,245.25212381953335,0.050918702,1.3246301,0.094640575
2022-02-19 07:22:38.936000,2022-02-19 07:22:38.936000,1645255358.936,245.158563791954,0.057666965,1.4371835,0.10459487
2022-02-19 07:32:38.934000,2022-02-19 07:32:38.934000,1645255958.934,245.06500533090696,0.049634315,1.1793752,0.093478836
2022-02-19 07:42:38.933000,2022-02-19 07:42:38.933000,1645256558.9329998,244.97144828138053,0.04026849,1.3808186,0.111514404
2022-02-19 07:52:38.931000,2022-02-19 07:52:38.931000,1645257158.931,244.877892956274,0.059574723,1.3386608,0.110439755
2022-02-19 08:02:38.929000,2022-02-19 08:02:38.929000,1645257758.929,244.78433920063225,0.0523995,1.3777884,0.086790875
2022-02-19 08:12:38.927000,2022-02-19 08:12:38.927000,1645258358.927,244.6907870154629,0.07749334,1.2248616,0.098916955
2022-02-19 08:22:38.925000,2022-02-19 08:22:38.925000,1645258958.925,244.5972364017451,0.0501307,1.3816211,0.10230958
2022-02-19 08:32:38.923000,2022-02-19 08:32:38.923000,1645259558.923,244.5036873604735,0.054545533,1.2676742,0.117502354
2022-02-19 08:42:38.921000,2022-02-19 08:42:38.921000,1645260158.921,244.41013989264175,0.05465457,1.4262077,0.11384192
2022-02-19 08:52:38.919000,2022-02-19 08:52:38.919000,1645260758.919,244.3165939992624,0.039354466,1.2859435,0.111924455
2022-02-19 09:02:38.917000,2022-02-19 09:02:38.917000,1645261358.9169998,244.2230496813156,0.056298345,1.3894188,0.090760045
2022-02-19 09:12:38.915000,2022-02-19 09:12:38.915000,1645261958.915,244.1295069397839,0.058227524,1.4877518,0.113155276
2022-02-19 09:22:38.914000,2022-02-19 09:22:38.914000,1645262558.9139998,244.03596561980396,0.05904135,1.4520776,0.098655194
2022-02-19 09:32:38.912000,2022-02-19 09:32:38.912000,1645263158.912,243.94242603415577,0.053286426,1.5142314,0.09932836
2022-02-19 09:42:38.910000,2022-02-19 09:42:38.910000,1645263758.91,243.84888802791696,0.059025586,1.3863647,0.11219312
2022-02-19 09:52:38.908000,2022-02-19 09:52:38.908000,1645264358.908,243.75535160211552,0.057929855,1.2936287,0.117894895
2022-02-19 10:02:38.906000,2022-02-19 10:02:38.906000,1645264958.906,243.66181675773643,0.05078425,1.1310154,0.11637474
2022-02-19 10:12:38.904000,2022-02-19 10:12:38.904000,1645265558.904,243.5682834957952,0.029703464,1.5029895,0.08185187
2022-02-19 10:22:38.902000,2022-02-19 10:22:38.902000,1645266158.9020002,243.47475181727808,0.045428127,1.1927624,0.09782947
2022-02-19 10:32:38.900000,2022-02-19 10:32:38.900000,1645266758.9,243.3812217231856,0.042665523,1.0772679,0.10991396
2022-02-19 10:42:38.898000,2022-02-19 10:42:38.898000,1645267358.8979998,243.28769321453677,0.037653647,1.3122901,0.11346993
2022-02-19 10:52:38.898000,2022-02-19 10:52:38.898000,1645267958.8979998,243.19416598055773,0.045282535,1.0375464,0.108275056
2022-02-19 11:02:38.896000,2022-02-19 11:02:38.896000,1645268558.896,243.10064064576508,0.039019197,1.0293044,0.12501214
2022-02-19 11:12:38.894000,2022-02-19 11:12:38.894000,1645269158.894,243.0071168994244,0.039061278,1.0555623,0.11516176
2022-02-19 11:22:38.892000,2022-02-19 11:22:38.892000,1645269758.892,242.9135947425425,0.039270718,1.0305358,0.106208734
2022-02-19 11:32:38.889000,2022-02-19 11:32:38.889000,1645270358.889,242.82007433198012,0.03502124,1.0857835,0.109226
2022-02-19 11:42:38.887000,2022-02-19 11:42:38.887000,1645270958.887,242.7265553569839,0.04345768,1.1694107,0.114631616
